label,pca_x,pca_y,tsne_x,tsne_y,lda_x,lda_y,umap_x,umap_y
2,-3.0516077014293663,-6.22550745458547,2.0686736,-20.024849,0.8823989317160179,2.305839327847058,1.0578586,12.652406
2,-5.892591069429148,-4.031579311329298,-26.008286,-21.098038,2.155980431925069,1.5577263857161159,-3.0994415,11.360906
2,-4.709859435596508,-2.942124126345121,-13.693355,-10.86978,2.2195251409066423,1.1244325508447328,-1.3190053,8.833799
2,-3.9700339562738303,-6.883819206729483,-1.2274154,-38.614025,1.6731798292536717,2.5413374099956156,0.342966,15.385634
2,-10.34546675432884,-3.0672820211355076,-38.3176,-16.108633,3.636867817701474,1.2965825701540292,-4.429782,9.954917
2,-4.318469547074054,-6.072782947944056,-4.588758,-31.34514,1.530159811935155,2.2663352067155813,-0.27422485,13.270876
2,-5.801160540160634,-8.945461927111312,-8.40626,-47.60099,2.2604209678121605,3.3199207572345095,-1.3561817,16.376745
2,-6.236966513217608,-3.3813845063024854,-28.500332,-16.73267,2.318960960718636,1.3283440561466515,-3.377864,10.489086
2,-4.0326216642270865,-9.690732894367867,-2.9503586,-46.059498,0.9624633938546047,3.5822941207087298,-0.5054683,16.117594
2,-6.409983316707072,-4.704919540054259,-24.215542,-27.63979,2.328107121203575,1.8101711560882954,-2.987747,12.251983
2,-5.656099506798462,-5.4534037269100395,-16.997929,-29.629227,2.2496091988739413,2.0582587609182363,-2.0306983,12.577217
2,-2.2544172669462914,-4.112323637575804,-1.8820294,-10.778782,1.015880297614225,1.5137040673779154,0.78629154,8.167606
2,-3.135612620183313,-4.878534831782641,-2.407327,-16.039593,1.458861376048749,1.8006640658370623,0.67219955,11.542915
2,-4.647137377560776,-3.086953841958746,-17.618223,-9.482413,1.414373459746041,1.206538859319106,-0.8979459,9.169739
2,-4.451070788748565,-5.545056054817736,-6.2971487,-28.87599,1.9119176872321406,2.0654620911848705,-0.22245604,13.052738
2,-7.532339213471852,-5.22446945917688,-24.22457,-35.240437,3.126782161793487,2.002029150891594,-3.331668,13.205796
2,-5.135610732250379,-2.2903237285509506,-23.006092,-7.044514,2.034608515018599,0.910947134856261,-1.9662986,8.76784
2,-5.54824882847454,-4.066835347509426,-19.747293,-20.661194,2.297428069620354,1.5535924091083417,-2.0693824,11.387173
2,-6.409983316707072,-4.704919540054259,-24.21544,-27.639856,2.328107121203575,1.8101711560882954,-2.9958863,12.253298
2,-3.3467579206702323,-7.338214252646151,0.36745408,-40.813057,0.9255479697847739,2.71437793127163,0.41242808,15.683109
2,-5.204742342560678,-3.940199007765352,-16.003708,-17.91424,2.333419884336327,1.4953848992396095,-1.306928,10.756787
2,-2.517369735338234,-2.6425810032621406,-6.1415644,-4.482836,0.9237350032312533,0.9967202135287916,0.19474386,7.739304
2,-4.52290193731212,-4.3297129913908785,-12.97582,-19.973234,1.6158731933229151,1.6419622670273633,-0.87105775,11.261079
2,-5.096316271244499,-5.8178751064634175,-8.485196,-31.419807,2.1458276078994714,2.1753985040663735,-0.5482578,13.519553
2,-4.848310480077059,-9.337358022748939,-4.661552,-46.055325,1.9744334785294624,3.441384031471577,-0.682923,16.1531
2,-7.280575375022385,-7.158025289995606,-18.97096,-44.85997,2.5052952289841586,2.7147425285895603,-2.7656386,15.256888
2,-5.7888927433676365,-4.826418747888429,-19.531614,-26.661352,2.174076183662355,1.839826726308604,-2.153097,12.197862
2,-3.5664883074409315,1.5563466299803825,-15.65197,13.783349,1.590465760374026,-0.5075236338691531,0.023505095,1.1811256
2,-4.880717688916009,-3.5488936639804614,-17.341612,-12.481959,1.788581823733191,1.3655973171852085,-1.0753367,9.607714
2,-3.9298200539142027,-8.009108326817758,-2.3780258,-42.66078,1.6069222392883655,2.9478399959923847,-0.25268155,15.921426
2,-3.2566094084704127,-5.600661138871692,-0.13691951,-19.566172,1.526448329672074,2.061928816390187,0.77974606,12.524385
2,-4.587169436127141,-3.7189014706491585,-13.777437,-15.792842,2.032391714372549,1.4075677471143748,-1.028848,10.538265
2,-4.077776309622971,-3.005618932045878,-12.03471,-8.257396,1.7002583777578921,1.1473606554028797,-0.7945825,8.663228
2,-5.338592950498596,-3.4241872267681077,-19.272478,-12.001832,1.7959633690719186,1.3353033114828685,-1.1331046,9.578957
2,-6.351882826398871,-4.800707421366729,-23.635702,-25.744741,2.6489976679823743,1.8300169058082951,-2.9354053,12.104742
2,-8.32031875048107,-8.214055715243562,-17.337305,-49.361767,3.170931135472441,3.102367519033493,-2.9262142,16.218702
2,-5.718570735108541,-5.177841384365859,-19.17435,-25.530838,2.397761863997755,1.9551832860252103,-2.0950468,12.335715
2,-9.291967571894126,-6.166740765533009,-24.305296,-46.763016,3.4869431786255376,2.3842631461730353,-3.7800412,15.673261
2,-5.184702290607458,-5.586459703363467,-9.092875,-30.242899,2.0884310312096934,2.097231460427459,-0.6504699,13.228035
2,-7.553977362861037,-7.018826830071062,-18.963621,-44.293064,2.900971089623175,2.657794511278189,-2.9335563,15.39504
2,-4.606390695538154,-2.9594404435458124,-13.63138,-10.22441,2.0887862613387673,1.1324960997595024,-1.2466558,8.789438
2,-7.0759257457820866,-5.674475308104076,-21.98583,-36.566616,2.807681385131162,2.161888675664011,-3.1174145,13.649094
2,-6.381714620538801,-2.739452447432631,-28.723423,-13.906636,2.520556598489366,1.0939051498491263,-3.2927928,10.099649
2,-2.7369582494288447,-5.921972128350276,2.2065628,-19.15642,0.7454719452156223,2.1917480952647477,1.0689224,12.636721
2,-3.918031707884636,-7.260588787157224,-1.2910265,-40.206642,1.5379255665318128,2.6806822403349453,0.3334808,15.572598
2,-6.3446249142718205,-4.722150706077609,-23.951387,-25.621758,2.6184272620925797,1.8027100789651993,-2.9823327,12.092946
2,-3.622475763034299,-7.017181743394141,-0.032202955,-39.742863,1.2600902141352153,2.5944627250908496,0.42251518,15.641254
2,-7.16254855390792,-3.520211877387893,-31.947456,-18.030115,3.045385743469598,1.3795842193010341,-3.812741,10.666618
2,-2.3110053733077707,-6.47190168658664,3.2596626,-19.104107,0.5644250434860357,2.383091364910892,1.2519176,12.531093
2,-4.365384575498895,-7.580820257465311,-2.3888555,-41.312252,1.738635666211321,2.8025691562926554,-0.02124496,15.736359
2,-6.371631097128871,-4.214365822237915,-25.816366,-23.384197,2.4697031091083286,1.626663861842639,-3.1558762,11.656793
2,-7.260088571267223,-8.224987138087211,-13.649493,-47.749233,2.8021587084110675,3.08645384758817,-2.1291928,16.118351
2,-4.26175361162057,-7.092401380572369,-2.276503,-39.12892,1.9125401499834402,2.616421953813664,0.28449282,15.374629
2,-6.106614871780534,-5.142173208845698,-20.820103,-26.432138,2.462523423501176,1.9523957314860905,-2.2747376,12.315187
2,-5.823630546847161,-6.562171296837179,-12.014071,-36.710686,2.502101462980449,2.452905525085491,-1.4088225,14.68481
2,-6.225129845011242,-7.266229979611362,-12.895336,-41.52546,2.2250129064684465,2.7304924565109623,-1.6870292,15.191603
2,-4.686842234289985,-4.185185748826176,-13.30073,-19.015959,1.8241847028410725,1.5869795144501349,-0.9646485,11.050475
2,-8.160837488019665,-7.415989600141718,-18.900368,-47.544594,3.248324477886045,2.8067449371645257,-3.0681007,16.020557
2,-6.9158578582333,-4.389893790334368,-26.513718,-26.393248,2.7391121062305483,1.6968705082353437,-3.2665389,12.027402
2,-7.423860877917237,-7.229122554746974,-19.11898,-45.239464,2.4842510655727366,2.7458419140538153,-2.941475,15.36339
2,-2.7029142432598348,-5.967171662428422,1.7104074,-19.354286,1.1527159828065179,2.190729672373584,1.0993052,12.557003
2,-2.3241691701386755,-6.580633629067953,3.6883984,-19.743685,1.0194225820509386,2.4045873146393837,1.216654,12.544681
2,-5.889903969444607,-1.9668511410324272,-27.990305,-7.1255493,2.2971611497500577,0.8085900279438778,-2.9934824,9.087419
2,-5.941619901604247,-3.406806718026014,-27.126131,-16.949001,2.36302976539886,1.32613401469491,-3.1757379,10.553373
2,-5.301671653963533,-6.304052131018579,-9.035022,-34.88071,2.088877931545083,2.359401011182855,-0.8025438,14.285641
2,-5.882205585922398,-6.635590639419398,-11.624889,-38.681705,1.9966806204435033,2.501334798314276,-1.3978289,14.887694
2,-6.774618606915919,-8.141566487293254,-12.253,-46.844055,2.722593701811213,3.04377913880845,-1.9602189,16.09375
2,-7.8592932661136015,-6.232680235916955,-22.573336,-43.81107,2.8049911459539105,2.388481332795243,-3.5708907,15.382416
2,-1.352557083214978,-6.078017322081572,4.126129,-17.641968,0.3672474754166167,2.2179102016903274,1.3383049,12.367779
2,-3.305138694993459,-4.550485685054801,-3.444792,-15.467573,1.5283115319285077,1.6853019680219128,0.5192045,11.46776
2,-8.001841119906999,-7.8959905137374875,-17.654362,-48.3396,3.044057126940876,2.9825204461212786,-2.9607677,16.127905
2,-6.266961874595575,-4.3777816307165445,-25.222073,-23.80959,2.432260694770608,1.6835858503105459,-3.0925047,11.758452
2,-4.6657090045128005,-4.2402102468901655,-12.953955,-18.15807,2.0087404793017622,1.5987692917418777,-1.0444667,10.924352
2,-4.709859435596508,-2.942124126345121,-13.693769,-10.869671,2.2195251409066423,1.1244325508447328,-1.299296,8.826487
2,-5.750393082662928,-5.634097534466861,-18.412294,-29.59234,1.9488998672254196,2.1383404605345033,-2.1687343,12.717801
2,-2.9748675757032967,-1.031242570638891,-10.020029,2.8997498,1.1422654514746293,0.4227368868098047,-0.29229763,6.708168
2,-5.239521328491875,-0.5450614333821249,-21.087946,0.8795441,1.5815154968549352,0.3039272242744929,-1.7788088,7.6464324
2,-6.521810441807451,-2.2625981347725044,-29.960361,-9.194102,2.523391956876479,0.9266530736359923,-3.3068488,9.440726
2,-7.7070430845892215,-2.8698162546503485,-34.27823,-15.735863,3.021981875643261,1.1640501411154516,-4.059559,10.1510105
2,-4.451583008582869,-5.948585055684271,-4.8664246,-31.027601,1.5268471620767552,2.2260797277112214,-0.30682525,13.265102
2,-2.6712557118548275,-2.0624166469866285,-8.659413,-1.1651069,1.2778115458616406,0.7787590389371347,-0.085533835,7.291868
2,-6.431676114477803,-6.412402532420362,-17.098682,-38.540077,2.490111815021212,2.419244710083649,-2.4316282,14.656033
2,-1.105924590546251,-3.5463277704800213,-1.4413744,-3.9496036,0.32068339254051503,1.3001592695890825,0.986202,7.508156
2,-4.607467734713943,-3.7813385745309707,-13.968288,-16.257416,1.8696487548031688,1.4371777825925038,-1.053044,10.6136
2,-6.0678433908411336,-4.999502134781552,-21.437222,-28.8439,1.8779570627631892,1.9229955407340693,-2.5158777,12.390666
2,-3.259017140081084,-2.813481666174828,-8.2205515,-5.475198,1.1604487925154718,1.0729853393708058,0.01789652,7.976498
2,-0.6452671003818411,-8.05778646416054,5.960427,-18.290314,-0.2011495394578698,2.9303280137555583,1.3851954,12.373434
2,-6.442980227524629,-1.5934940096152714,-30.27878,-7.0784483,2.7703922121604116,0.6733493882711657,-3.3852987,9.1748295
2,-7.2711507019886685,-6.04468212564984,-21.556267,-38.073235,2.983201289331782,2.2945654615191207,-3.151538,13.75255
2,-4.978469941882471,-3.7671531599127777,-17.531563,-13.334485,1.8298524567552223,1.4457262718749526,-1.0922688,9.720493
2,-5.078854178872335,-4.4039434641866535,-16.080774,-19.962797,2.314062896904001,1.6590355883908376,-1.3340566,11.225141
2,-5.709684558141525,-5.039933471913305,-18.616278,-27.475836,1.978775412566485,1.921890085721049,-2.1010952,12.277235
