0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
-5.6067905,-0.7290889,4.601608,-2.301105,-0.04170008,1.6122259,-2.4959452,-0.29483983,1.823809,-2.541056,-0.07411691,1.6622211,-2.661095,-1.2541842,2.5101683,-4.066179,2.9368985,0.49718446,-2.3516293,1.9462929,-0.13978595,-5.0444455,0.10141783,3.7256145,-3.960274,1.3219193,1.9993743,-3.6488557,2.5256793,0.598923,-3.2275012,2.954873,0.16253352,-4.539023,1.3993335,2.3177454,-3.3163466,1.9432052,1.3086387
-5.2519884,-1.1399444,5.5356812,-4.3957906,2.6360037,0.60080737,-5.4264235,2.150975,2.4186833,-6.0920815,0.29798457,4.6881657,-3.9686909,0.8209139,2.2459102,-4.564948,1.6040295,2.215777,-5.0432215,0.49877366,3.8220663,-3.685453,-0.39069122,3.5968263,-4.9588623,1.830251,2.7503653,-4.4630566,0.38674533,2.46246,-4.955875,-0.13369742,4.302479,-4.1861563,-0.5301346,4.111357,-4.988485,1.122126,2.4542758
-4.213212,0.8469181,2.362693,-3.6745284,-0.0031221947,3.026842,-2.3021162,0.32440832,1.4693726,-4.2937603,0.4272837,3.0065331,-4.8844905,0.28783163,3.548197,-3.0378156,-0.04689315,2.3927834,-2.6358392,1.347379,0.92250985,-2.8748727,0.041505046,1.9483446,-2.9371953,-2.5695915,4.7092133,-4.9943247,0.40877926,3.3902016,-4.3046565,0.9697066,1.9664003,-4.9456134,0.008169512,3.561668,-4.4919977,0.54266137,2.9858713
-6.495014,2.399154,1.8556832,-3.9396954,0.48914874,2.100912,-7.5575004,3.9665644,1.774457,-6.1122537,3.6934588,0.79731196,-3.4142768,1.0466776,0.9694982,-3.8299174,1.3292005,1.0322253,-8.340673,0.6226923,5.892817,-4.24813,0.25351277,3.0727885,-5.835338,2.9267664,1.339666,-4.7263174,2.8633406,0.40700227,-7.675336,2.9742115,2.8229969,-7.8782415,3.067085,3.0659585,-3.2932498,1.9605209,0.25667697
-1.3129768,-2.273411,2.8885012,-4.9882464,0.53033626,3.613664,-3.3810444,-0.32939082,2.7294261,-2.9871366,-1.3896395,2.804187,-2.9872901,-0.35608074,1.6962259,-5.1864834,-1.02872,4.475703,-2.563753,-0.33116078,2.3726985,-2.858861,-0.77333385,2.8475575,-2.3803866,-2.3132036,3.471258,-2.5432746,-1.7637628,3.1918175,-5.066139,-1.9228066,5.1808457,-2.3690639,-1.3021244,2.572571,-3.6673458,1.809584,0.66203654
-6.5924973,1.9403888,3.893797,-4.668342,1.591104,2.475603,-7.1409616,1.7576927,4.190862,-7.6951175,1.6115063,5.149536,-4.7389884,0.41808072,3.1886706,-4.7227397,0.55628574,3.037117,-4.272325,-0.8945652,4.7425294,-6.3754287,0.10285765,5.288292,-3.35805,-0.6117974,3.7019148,-6.565364,2.5905838,2.6185539,-3.1030583,0.512245,2.1963716,-6.7146997,0.7340664,3.8047388,-3.9162004,-0.38704333,3.2063673
-4.2766294,-0.011138133,2.5920587,-4.6435575,0.89145416,3.1983223,-4.4499507,-0.627774,5.112451,-5.3965163,-1.0807557,5.36722,-3.7019494,-0.44528913,2.7429032,-5.1846414,0.028958641,4.41198,-3.9925508,-2.235125,6.090879,-3.7485838,-2.2087824,5.908508,-2.7622871,1.1862673,1.0568033,-3.0478313,0.67302805,1.0958285,-5.032257,0.53984314,3.6846147,-3.9655576,1.1583531,2.0691543,-3.0522387,1.2858373,0.85631204
-3.2768548,-1.4569792,3.7001007,-3.1831045,-1.1674265,3.237132,-1.4257765,-1.287876,2.173356,-4.8026733,0.44286188,3.1018386,-3.6387336,-0.75559807,3.383436,-3.0833042,0.95999175,1.6045364,-5.369393,0.55797374,4.041179,-4.2518253,-1.8004656,5.2503424,-2.179737,-2.1242707,3.883012,-4.6297555,0.57732576,3.4994895,-3.6423264,-1.1932169,4.0038047,-3.8385215,-1.702888,4.6661067,-3.0916958,-0.5997661,2.8541613
-3.492527,-1.4612489,4.345286,-4.534165,0.69583714,2.8959048,-3.8973455,-0.10016101,3.5366464,-3.8936186,0.6694551,2.3085792,-3.6195998,1.3831536,1.0681608,-5.7516804,-1.2816476,5.8292837,-5.1074944,-3.9783368,7.8441944,-3.543833,-1.4050937,4.729967,-6.0250616,-1.2089986,6.3079596,-4.0439053,-1.203194,4.8852515,-6.693818,0.6825967,4.724417,-4.8014297,0.6326314,3.1301725,-6.6088495,1.3971632,4.348979
-4.9683414,-2.885283,6.3935328,-3.9956448,4.1233788,-0.8134745,-4.953033,-1.2410314,5.223523,-3.300838,-0.8705251,3.5079231,-4.278351,-1.7652907,4.839656,-6.110451,-0.25523233,4.8203273,-6.460417,-1.0054233,5.6191416,-4.829825,-1.0701761,4.8745155,-6.249116,-0.6119501,5.7839594,-5.8980007,-1.1200854,5.338145,-4.370761,-2.7877154,6.130196,-5.969044,-3.3700225,8.020927,-6.4389753,1.380443,3.7095966
-4.637293,2.1924164,1.0010902,-2.874323,2.598187,-0.9334411,-4.1421127,2.515012,-0.58344674,-2.437317,1.5994813,0.21242605,-2.733239,2.3137453,-0.5759987,-4.2831798,2.7382216,0.118508115,-5.1760416,3.4630115,0.077955276,-3.6885626,2.6693497,0.50102615,-4.1917996,2.3241055,0.685784,-5.480513,3.496093,-0.25015607,-3.7003803,1.8035691,0.35934645,-3.943993,1.7326183,0.6696045,-3.450385,1.9255439,0.30811167
-4.4113874,-0.7276324,4.0472307,-2.427352,-0.6954643,2.1417236,-2.519994,-0.024805944,2.3448098,-3.1239967,-0.53396624,3.4056475,-3.2632418,-0.31597048,3.4790788,-3.3081152,-0.65832514,3.5777395,-3.7727127,-0.8331137,4.4323997,-1.6952467,-0.20130664,1.998554,-2.7212293,0.23818798,2.6048832,-3.4226227,-0.059719346,3.4007816,-3.986795,-0.59685606,4.19574,-2.632752,-0.40415952,3.0080256,-1.4436343,-0.6034598,1.7403077
-3.454518,-3.0034602,6.09239,-3.8521876,-0.62005436,4.1221585,-4.0138254,-3.3620665,6.694656,-3.1874132,-2.8990893,5.7947273,-4.346285,-1.7767036,5.5118737,-3.8832836,-3.4178767,6.5968485,-3.0001724,-2.6896007,5.3602614,-3.880255,-3.2516842,6.7011647,-3.2818475,-2.3086913,5.429585,-4.3038626,-2.4870498,5.8182254,-4.809885,-2.7015903,6.0685725,-5.1279655,-1.0921376,5.227996,-4.7190247,-0.3137458,3.54639
-2.9449432,-0.85372347,3.4651966,-2.4570048,-0.733865,3.230905,-3.429644,-0.28693077,3.3189409,-3.9048798,0.10694913,3.183514,-4.0270348,0.8713884,2.814645,-3.7185469,-0.7676436,4.450709,-4.2566705,-0.49972236,3.7600827,-3.2302423,-2.4448528,4.982529,-2.8614652,-0.26703712,3.204463,-1.675815,-0.8090151,2.4888852,-3.8519356,-0.07403032,3.319968,-2.7088795,-1.4228818,4.061558,-3.994295,-0.11258168,3.1620448
-6.0257096,0.056219034,4.6816187,-2.412022,-1.0229939,2.5034387,-3.5821183,-0.5139996,2.9598505,-6.3404236,1.6264597,3.546496,-5.8356276,0.08734706,4.5755053,-5.6430254,2.0706377,2.8809,-5.1576233,-0.364333,5.0309224,-2.974514,-0.9342805,3.882039,-3.9009564,-0.42992258,3.874201,-7.06802,0.110835545,5.805221,-5.90073,0.032765985,4.2045307,-4.6550016,0.42840353,3.3201504,-4.1901565,0.276189,2.8509655
-3.6897957,0.2679324,3.1168392,-3.3970277,-0.86718076,3.7343683,-3.8378263,0.74634784,2.6579766,-3.704293,0.14429301,2.9792242,-4.409029,1.7940198,2.043865,-5.724782,1.3676546,3.518027,-4.881986,0.2746263,4.149391,-4.9700394,0.533738,4.162133,-4.2019377,0.9074161,2.9724371,-4.441653,0.8569661,2.2848794,-5.0944204,0.43206427,3.994425,-4.319234,0.384371,3.1906242,-5.7720747,1.3744698,3.1559484
-3.7701492,1.0282658,1.6564832,-3.4012644,-0.6844983,2.626132,-2.4316027,-2.0060782,3.9178438,-2.2077231,-1.44871,2.9343941,-1.1475691,-1.834066,2.3757575,-4.042434,-0.092367634,3.58563,-4.42218,0.26940742,3.554815,-5.1315513,0.45866722,4.1665177,-2.1358654,-2.2913141,3.6548057,-3.995105,-1.6763688,4.0953317,-3.1409528,-1.2099038,3.04258,-5.9767194,0.98720574,3.9627812,-3.3829296,-0.23987098,2.762131
-4.088314,-2.0096693,5.785313,-1.5484844,-0.20906527,1.9032781,-2.8419466,-0.52556854,3.076642,-2.7158659,-0.1331709,2.901989,-3.3790302,1.0317755,1.8026487,-3.048744,-0.70133114,3.3922818,-3.1576293,-2.7974925,5.4099135,-2.4764926,0.2741881,2.5870419,-3.547364,1.3641173,2.0590816,-2.5190513,1.238728,1.3316451,-2.9928956,0.953605,1.6719092,-1.5446272,-0.5609916,2.4429474,-3.0031223,0.291451,2.6672587
-5.008553,-2.7086651,7.2071204,-3.0858133,-0.7545884,2.6614323,-7.0385566,1.6712587,3.6511357,-5.1883154,-1.018306,4.900085,-4.315538,-3.0552404,6.3346686,-3.3824532,1.2132074,1.4573598,-3.447629,-2.0134408,5.163143,-3.7355063,-3.0872974,6.1305714,-4.630427,-1.7820387,5.690142,-3.784982,1.3651099,1.4243847,-4.7831182,1.3442775,2.3151758,-3.8071496,0.48803967,2.6763895,-5.3231583,2.64747,1.5767715
-4.414189,-2.0093448,5.0110083,-5.0642805,3.8539069,-0.24426964,-6.2366977,-0.72854877,5.1215596,-3.9078445,-2.3158548,5.1145105,-5.112648,-2.358165,5.922014,-6.096758,-0.21043348,4.8472333,-4.582065,-1.6843221,4.915124,-4.2185793,-2.2353542,5.126519,-5.723587,-1.6520125,5.414489,-6.388379,-0.24017343,5.1162624,-4.3288894,-2.500353,5.803343,-5.1502337,-1.3158684,5.30883,-1.7958934,0.4346338,0.7274332
-5.271429,-2.045555,5.9388614,-6.8672657,2.4500105,3.0543137,-5.5286226,1.3652587,2.8046029,-4.466945,-1.158201,4.0828323,-5.0374684,3.5172713,0.7297701,-6.122951,-0.0825819,4.5273514,-4.7716975,-2.289895,5.3761983,-4.17889,-1.3355993,3.9422097,-5.5796995,1.2827283,2.9492493,-5.3964415,2.4695494,2.0215764,-3.8920228,-2.442475,4.9590793,-5.3818417,-3.213931,6.455831,-5.558129,1.6947805,2.7464652
-5.493811,-1.1767918,6.627385,-2.582776,-1.9642652,4.6683517,-3.2722778,-1.7558855,4.5367165,-4.8662004,-0.9408747,5.2339673,-2.838176,-3.168496,6.131729,-6.7120347,-1.1211644,6.7201414,-4.2548594,1.3950075,3.1305952,-3.2123337,0.68368375,2.373044,-4.598904,-0.49673247,5.2460737,-4.2525654,-3.4424126,6.8280015,-7.1139054,0.3448881,6.016487,-3.8888266,-1.1129639,4.539848,-4.080048,-0.7137441,4.293519
-4.0879564,0.84760004,1.4437996,-5.01316,2.1589136,1.1333925,-3.049434,1.359152,0.84920317,-4.356688,2.1254134,0.90068907,-3.5010695,1.8411559,0.94811827,-3.2576337,1.95949,0.2709102,-2.3417234,1.483046,0.22403629,-3.6871555,1.4144615,1.5220852,-2.8331945,1.85437,0.5522751,-0.36216557,1.2511983,-0.9363442,-0.4703162,1.1200762,-0.14755969,-3.9451437,2.4690993,0.91226757,-3.1721318,1.2779996,1.305223
-4.412184,-1.5972807,5.6914062,-2.1872163,-1.7362468,3.5177836,-3.1766686,-0.18500733,2.7091353,-3.5029469,-1.0270567,4.354392,-2.8602662,0.5864662,1.9773253,-1.4240936,-1.6372372,1.9283181,-4.061936,-1.6842638,4.9309406,-3.9952273,-3.4623096,6.2438183,-3.4109383,-0.21942514,2.9022758,-0.4414659,-2.3353379,2.00013,-6.1367803,-1.4690548,6.3658004,-4.713106,-3.0522406,6.788476,-0.920903,-2.9864438,3.2222857
-4.6511216,0.10542857,3.9959886,-5.48219,3.5023339,1.447121,-5.9808855,0.85950387,4.607331,-5.219117,1.1448826,4.0191593,-5.355673,2.5971656,2.530741,-6.892267,4.4644494,1.9560059,-7.57996,1.4825289,5.1817436,-4.6370306,-1.3486768,5.442967,-5.7030005,1.0211921,4.3441877,-5.6837134,3.1447337,1.8852752,-5.831808,1.7419701,3.294429,-4.7672806,0.010028853,4.155216,-5.0420046,1.4021324,3.1672375
-6.8467913,-3.4927342,8.683011,-6.1493883,-1.0549229,5.607859,-5.981457,-1.4893698,6.400718,-8.599482,1.471148,4.331525,-7.0664797,-0.15537256,4.784063,-7.053274,-2.1887465,7.4888806,-6.9005966,-3.9210215,9.208671,-5.9551897,-2.9660268,7.5549607,-5.011607,-1.8223116,5.684963,-8.660468,1.8802025,4.3921576,-7.2616262,-2.6434188,8.416646,-8.969151,-2.2239802,8.677963,-8.987153,0.1094936,6.165565
-1.5456018,-1.7455342,3.4199324,-3.2798123,-0.07974131,2.6158423,-3.5059178,0.33297765,3.1232224,-5.0517673,1.0266178,3.4274657,-4.219613,0.9545732,2.350659,-4.6818085,2.6579864,1.0790304,-5.806809,-1.6310369,6.3471103,-4.9197035,-1.3531331,6.0003924,-6.653764,0.03365654,6.0334663,-5.4187055,1.3820734,2.8296378,-6.569059,2.1947389,3.083858,-5.7585945,0.26033163,4.8384266,-6.576181,1.9417053,3.910221
-7.1271343,0.42993194,5.1344438,-2.7288587,1.8438427,0.59373206,-6.233576,3.0570633,2.1324685,-5.344898,2.3044064,2.3888345,-3.521846,-0.43177494,2.44496,-4.188494,2.3945267,0.21364456,-4.1689787,1.530463,2.2576458,-4.35625,0.6940718,3.0015259,-3.1477604,1.2801309,1.8534178,-4.205095,1.8981186,1.8506984,-3.2945797,0.36518288,2.5138335,-3.910993,1.450531,2.1969602,-3.4857569,1.3375056,1.5624856
-5.0621853,-2.6765325,6.9894404,-2.5091627,0.25691962,1.7330589,-4.1575522,-1.4716932,4.675089,-4.1355076,-0.89316565,4.4886084,-3.654159,0.428804,2.6985023,-3.2572947,-0.19037502,3.382334,-2.971312,-2.2736073,4.7036386,-2.7141356,-0.75270736,4.0698028,-4.120364,0.09355786,3.5316153,-3.1176486,1.4550658,1.5572292,-2.6982772,1.7869642,0.3980925,-2.730056,-1.4737792,4.2983785,-3.2693925,0.2748711,2.4931314
-4.3478994,0.46714047,2.959019,-2.9081914,1.4616009,0.66620654,-2.9989457,1.299742,1.501824,-2.098502,-0.7922427,2.5002406,-1.1895814,0.81021196,0.48639822,-2.938903,0.09078968,1.9984531,-4.219409,-0.5638015,4.6838,-4.27333,-1.2283405,4.7630825,-3.6880717,2.0104346,1.0949237,-5.25734,1.3004067,2.2160459,-2.9203403,0.93777436,1.6668085,-3.3424315,2.0710738,0.66791314,-3.0561483,1.0447339,0.7907088
-5.487289,-0.84130424,5.5104556,-3.2601817,-0.4399173,3.1714637,-3.2176962,-0.641235,3.6074243,-4.452384,0.80001384,2.8467221,-2.3535585,1.4416268,1.188509,-5.42285,-2.444122,7.000576,-3.1686752,-1.812561,4.6967907,-3.090074,-1.4984828,3.9964724,-3.8191438,-0.87795097,4.1572857,-4.6801634,-1.1959916,6.003411,-4.633369,-1.1206045,5.1701484,-3.0414128,0.63007146,2.323353,-3.1237357,-0.2229574,2.6923945
-2.649966,-1.060575,2.9179223,-6.0044303,2.0582435,2.3125992,-5.551146,-0.34888855,5.007424,-5.7812815,-1.4495741,6.2815256,-3.2688692,-1.009933,3.7282884,-3.8746881,-0.5720987,3.3643186,-5.407499,-2.9423163,7.5298967,-5.663761,-3.2574103,8.456718,-3.6143203,-1.0362401,3.7819986,-2.6189187,-1.8368206,3.6738443,-6.6839604,-2.3470583,7.786646,-6.0888,0.23476297,4.05793,-3.991418,-1.196006,4.0933733
-5.5945454,-0.57946306,5.4956183,-2.7621615,-0.04453946,1.8716856,-2.1579962,-1.250752,2.8605752,-4.180468,-1.1541923,5.072178,-1.28945,-1.4377097,2.5819418,-4.8688407,0.46561873,3.7065742,-2.9099236,-0.70805776,3.7586603,-3.0399928,0.26428947,3.3253088,-4.9166994,-0.4604232,4.713162,-2.1848743,-1.6057739,3.2902765,-3.4021733,-0.050595,3.1172924,-3.6951957,1.2929034,2.3007002,-3.9029229,0.96499,2.5356464
-2.0457804,-1.8392888,3.643979,-2.0463142,-2.0859418,3.5438278,-2.969356,-2.4803271,4.425075,-2.543257,-2.1632812,3.7928557,-2.2534301,-2.9396842,4.5874057,-2.0324574,-1.4526503,3.0818906,-0.62307054,-2.2631354,2.6742425,-1.0736023,-2.3220654,3.1723547,-2.5607946,-2.672836,4.521011,-2.9932725,-1.8966253,4.3329253,-1.1562973,-2.4278462,3.3946128,-1.1371176,-2.598424,3.3434227,-2.9744284,-1.9619682,4.462945
-5.8092275,1.2667222,3.154757,-1.5822875,0.5359847,0.5165377,-3.7428896,0.2691534,2.344644,-5.4058104,1.4372656,2.790342,-3.0750368,0.8571246,1.2212273,-3.6192904,1.4615272,1.3511941,-2.8452334,-1.019164,3.4759927,-3.6881423,0.30648103,3.055096,-4.0011125,0.96311396,1.9393113,-4.9477882,0.9822729,2.2911408,-6.84303,2.6488724,2.1146688,-3.8222272,1.1868433,1.9437388,-5.6029115,1.3763121,2.832239
-1.6727674,-1.3980505,2.595485,-1.340106,-2.1041691,3.2116315,-1.766394,-2.28518,3.6784616,-1.1247448,-2.3050027,3.2039738,-2.2062047,-1.8129601,3.5466948,-2.4542437,-2.7064793,4.5242586,-1.1066539,-2.3153987,3.0433602,-3.4667203,-1.3345783,4.1819463,-0.4794714,-1.982309,2.429606,-3.0342338,-2.5230727,4.8357024,-1.997884,-3.4936483,4.691568,-1.6566827,-2.116258,3.3247383,-1.0786637,-2.5357904,3.3809912
